chromosome,position_hg38
chr12,37106500
chr12,37296500
chr12,37329500
chr12,37345500
chr12,37749500
chr12,37758500
chr12,37789500
chr12,37978500
chr12,38267500
chr12,38309500
chr12,38607500
chr12,39342500
chr12,39399500
chr12,39712500
chr12,40141500
chr12,40173500
chr12,40649500
chr12,40814500
chr12,40833500
chr12,40946500
chr12,40960500
chr12,41081500
chr12,41451500
chr12,41700500
chr12,42045500
chr12,42435500
chr12,42913500
chr12,43420500
chr12,43657500
chr12,43804500
chr12,44174500
chr12,44391500
chr12,44439500
chr12,45043500
chr12,45705500
chr12,45916500
chr12,46683500
chr12,46801500
chr12,47567500
chr12,47738500
chr12,47941500
chr12,47950500
chr12,47961500
chr12,49040500
chr12,49639500
chr12,50230500
chr12,50551500
chr12,51031500
chr12,51041500
chr12,51150500
chr12,51236500
chr12,51969500
chr12,52083500
chr12,52134500
chr12,52345500
chr12,52582500
chr12,53769500
chr12,53902500
chr12,54878500
chr12,54966500
chr12,55425500
chr12,55991500
chr12,56662500
chr12,56850500
chr12,57027500
chr12,57103500
chr12,57326500
chr12,57720500
chr12,59374500
chr12,59390500
chr12,59676500
chr12,60094500
chr12,60115500
chr12,60404500
chr12,60601500
chr12,60642500
chr12,60710500
chr12,61646500
chr12,61752500
chr12,62307500
chr12,62497500
chr12,62874500
chr12,63076500
chr12,63194500
chr12,63218500
chr12,63336500
chr12,63348500
chr12,66115500
chr12,66320500
chr12,66501500
chr12,67313500
chr12,68124500
chr12,68131500
chr12,68256500
chr12,69410500
chr12,69475500
chr12,69629500
chr12,70105500
chr12,70530500
chr12,71231500
chr12,71566500
chr12,71849500
chr12,71882500
chr12,72298500
chr12,72676500
chr12,72834500
chr12,73013500
chr12,74223500
chr12,74473500
chr12,75179500
chr12,75241500
chr12,75551500
chr12,75563500
chr12,75652500
chr12,75989500
chr12,76839500
chr12,76907500
chr12,76986500
chr12,77401500
chr12,77629500
chr12,79076500
chr12,79373500
chr12,79696500
chr12,79817500
chr12,79841500
chr12,79937500
chr12,79967500
chr12,80082500
chr12,80800500
chr12,81230500
chr12,81620500
chr12,81724500
chr12,82015500
chr12,83175500
chr12,83210500
chr12,83498500
chr12,83790500
chr12,84194500
chr12,84257500
chr12,84784500
chr12,84927500
chr12,84998500
chr12,85024500
chr12,85613500
chr12,86381500
chr12,86484500
chr12,86877500
chr12,87674500
chr12,89264500
chr12,89482500
chr12,89828500
chr12,90445500
chr12,91104500
chr12,91762500
chr12,92018500
chr12,92310500
chr12,92362500
chr12,92648500
chr12,92693500
chr12,92936500
chr12,93159500
chr12,93393500
chr12,94449500
chr12,94572500
chr12,94785500
chr12,96811500
chr12,97035500
chr12,97255500
chr12,97720500
chr12,97861500
chr12,97880500
chr12,98187500
chr12,99923500
chr12,100109500
chr12,100490500
chr12,102147500
chr12,103509500
chr12,104604500
chr12,104784500
chr12,105083500
chr12,105134500
chr12,105678500
chr12,106132500
chr12,106205500
chr12,106676500
chr12,107816500
chr12,108040500
chr12,108273500
chr12,108416500
chr12,108793500
chr12,109473500
chr12,109906500
chr12,109940500
chr12,110310500
chr12,111623500
chr12,111746500
chr12,111978500
chr12,112123500
chr12,112241500
chr12,112426500
chr12,112663500
chr12,113135500
chr12,113804500
chr12,113918500
chr12,114107500
chr12,114217500
chr12,115394500
chr12,115960500
chr12,116278500
chr12,116360500
chr12,116828500
chr12,116888500
chr12,116912500
chr12,117166500
chr12,117303500
chr12,117582500
chr12,118919500
chr12,118960500
chr12,119589500
chr12,119645500
chr12,119788500
chr12,120292500
chr12,120479500
chr12,120731500
chr12,121213500
chr12,121665500
chr12,122717500
chr12,123421500
chr12,123492500
chr12,123709500
chr12,123765500
chr12,123845500
chr12,123880500
chr12,123905500
chr12,124262500
chr12,124495500
chr12,124644500
chr12,124813500
chr12,125098500
chr12,125138500
chr12,125499500
chr12,125581500
chr12,125801500
chr12,126073500
chr12,126772500
chr12,127523500
chr12,128056500
chr12,128268500
chr12,128817500
chr12,129280500
chr12,129733500
chr12,130378500
chr12,130998500
chr12,131595500
chr12,131826500
chr12,132016500
chr12,132483500
chr12,132589500
chr12,132790500
chr12,133020500
chr12,133221500
chr13,20500
chr13,180500
chr13,963500
chr13,1520500
chr13,1611500
chr13,2098500
chr13,2313500
chr13,3682500
chr13,3879500
chr13,4050500
chr13,4051500
chr13,5035500
chr13,5155500
chr13,6272500
chr13,6840500
chr13,6963500
chr13,7876500
chr13,8020500
chr13,8389500
chr13,8432500
chr13,8448500
chr13,9126500
chr13,10116500
chr13,10190500
chr13,10209500
chr13,10654500
chr13,11264500
chr13,11499500
chr13,11834500
chr13,11873500
chr13,12207500
chr13,12646500
chr13,13611500
chr13,14150500
chr13,15161500
chr13,16280500
chr13,16651500
chr13,16681500
chr13,17663500
chr13,17980500
chr13,18074500
chr13,18470500
chr13,18659500
chr13,19655500
chr13,20149500
chr13,20178500
chr13,20837500
chr13,21415500
chr13,21457500
chr13,21660500
chr13,21750500
chr13,21859500
chr13,22128500
chr13,22247500
chr13,22625500
chr13,23053500
chr13,23364500
chr13,23445500
chr13,24027500
chr13,24886500
chr13,24890500
chr13,25126500
chr13,25184500
chr13,25460500
chr13,25674500
chr13,26577500
chr13,27490500
chr13,27632500
chr13,27970500
chr13,28379500
chr13,28799500
chr13,29628500
chr13,30373500
chr13,30601500
chr13,31241500
chr13,31674500
chr13,31863500
chr13,31951500
chr13,32866500
chr13,33912500
chr13,33976500
chr13,34170500
chr13,34812500
chr13,35265500
chr13,35813500
chr13,36918500
chr13,37108500
chr13,37339500
chr13,37560500
chr13,37715500
chr13,38109500
chr13,38330500
chr13,38428500
chr13,38623500
chr13,38838500
chr13,39444500
chr13,40331500
chr13,40710500
chr13,40935500
chr13,41070500
chr13,41593500
chr13,42245500
chr13,42318500
chr13,42528500
chr13,42728500
chr13,42743500
chr13,42919500
chr13,43228500
chr13,43591500
chr13,43785500
chr13,44032500
chr13,44772500
chr13,44839500
chr13,44850500
chr13,45029500
chr13,45384500
chr13,45557500
chr13,46844500
chr13,47451500
chr13,48042500
chr13,48053500
chr13,48139500
chr13,48331500
chr13,48480500
chr13,48543500
chr13,49105500
chr13,50278500
chr13,50509500
chr13,50595500
chr13,50623500
chr13,50700500
chr13,50989500
chr13,51956500
chr13,52124500
chr13,52921500
chr13,53080500
chr13,55843500
chr13,56335500
chr13,56400500
chr13,56827500
chr13,56845500
chr13,57210500
chr13,58256500
chr13,58292500
chr13,58965500
chr13,59356500
chr13,59535500
chr13,59831500
chr13,59982500
chr13,59987500
chr13,60576500
chr13,61435500
chr13,61567500
chr13,61616500
chr13,61707500
chr13,62345500
chr13,62414500
chr13,62457500
chr13,62654500
chr13,62845500
chr13,63926500
chr13,64063500
chr13,64526500
chr13,64952500
chr13,65233500
chr13,65409500
chr13,65712500
chr13,65720500
chr13,65926500
chr13,66019500
chr13,66107500
chr13,66124500
chr13,67483500
chr13,67622500
chr13,67749500
chr13,67988500
chr13,67991500
chr13,68575500
chr13,70450500
chr13,70501500
chr13,70526500
chr13,70763500
chr13,70961500
chr13,72049500
chr13,72067500
chr13,72074500
chr13,72321500
chr13,72397500
chr13,72918500
chr13,73732500
chr13,73862500
chr13,73975500
chr13,74075500
chr13,74246500
chr13,75177500
chr13,75271500
chr13,77280500
chr13,77289500
chr13,77561500
chr13,77722500
chr13,77724500
chr13,79706500
chr13,80111500
chr13,80323500
chr13,80485500
chr13,80810500
chr13,80947500
chr13,81160500
chr13,81577500
chr13,81862500
chr13,82272500
chr13,82732500
chr13,82785500
chr13,83699500
chr13,83947500
chr13,84472500
chr13,84847500
chr13,84933500
chr13,85615500
chr13,85648500
chr13,85746500
chr13,85895500
chr13,86036500
chr13,86343500
chr13,86599500
chr13,87038500
chr13,87308500
chr13,87452500
chr13,87880500
chr13,87928500
chr13,88857500
chr13,88922500
chr13,89468500
chr13,89777500
chr13,89862500
chr13,89935500
chr13,90020500
chr13,90363500
chr13,90418500
chr13,90595500
chr13,90962500
chr13,91040500
chr13,91247500
chr13,91256500
chr13,91508500
chr13,92966500
chr13,93223500
chr13,93356500
chr13,93389500
chr13,93791500
chr13,93823500
chr13,94245500
chr13,94334500
chr13,94730500
chr13,94856500
chr13,95262500
chr13,95265500
chr13,95975500
chr13,96441500
chr13,96573500
chr13,98883500
chr13,99082500
chr13,99408500
chr13,99418500
chr13,99518500
chr13,99827500
chr13,100354500
chr13,100812500
chr13,100950500
chr13,101502500
chr13,102345500
chr13,103495500
chr13,103666500
chr13,104114500
chr13,104453500
chr13,104683500
chr13,104742500
chr13,104955500
chr13,105257500
chr13,106259500
chr13,106613500
chr13,107007500
chr13,107390500
chr13,107835500
chr13,108152500
chr13,108183500
chr13,108364500
chr13,108392500
chr13,108595500
chr13,108697500
chr13,108788500
chr13,108934500
chr13,109456500
chr13,109845500
chr13,110102500
chr13,110830500
chr13,110881500
chr13,110903500
chr13,111139500
chr13,111642500
chr13,112123500
chr13,112256500
chr13,113045500
chr13,113645500
chr13,113681500
chr14,1471500
chr14,1700500
chr14,3179500
chr14,3740500
chr14,4086500
chr14,4107500
chr14,4307500
chr14,4367500
chr14,4822500
chr14,5901500
chr14,6151500
chr14,6638500
chr14,6756500
chr14,7018500
chr14,8742500
chr14,9255500
chr14,9354500
chr14,9642500
chr14,9684500
chr14,9708500
chr14,10360500
chr14,10380500
chr14,10936500
chr14,11685500
chr14,12188500
chr14,12612500
chr14,12937500
chr14,14407500
chr14,14586500
chr14,14632500
chr14,14719500
chr14,15382500
chr14,15851500
chr14,15908500
chr14,15981500
chr14,16165500
chr14,16338500
chr14,16497500
chr14,16701500
chr14,16862500
chr14,16904500
chr14,17034500
chr14,17435500
chr14,17561500
chr14,17585500
chr14,17652500
chr14,17690500
chr14,17839500
chr14,17890500
chr14,18407500
chr14,18756500
chr14,19443500
chr14,19779500
chr14,19813500
chr14,19883500
chr14,20458500
chr14,20813500
chr14,20911500
chr14,22639500
chr14,22837500
chr14,24768500
chr14,24783500
chr14,25146500
chr14,25943500
chr14,26174500
chr14,27210500
chr14,27682500
chr14,28103500
chr14,28142500
chr14,28662500
chr14,28836500
chr14,28893500
chr14,29010500
chr14,29900500
chr14,30324500
chr14,30780500
chr14,30869500
chr14,31616500
chr14,31780500
chr14,31969500
chr14,32059500
chr14,32154500
chr14,34304500
chr14,34906500
chr14,35027500
chr14,36909500
chr14,37260500
chr14,37316500
chr14,37716500
chr14,37940500
chr14,37983500
chr14,38202500
chr14,38710500
chr14,39001500
chr14,39008500
chr14,39489500
chr14,39911500
chr14,39965500
chr14,40466500
chr14,40909500
chr14,41486500
chr14,41870500
chr14,41968500
chr14,42516500
chr14,43103500
chr14,43161500
chr14,43174500
chr14,43184500
chr14,43341500
chr14,43550500
chr14,43748500
chr14,44345500
chr14,44769500
chr14,46934500
chr14,46962500
chr14,46983500
chr14,47002500
chr14,47141500
chr14,47516500
chr14,47726500
chr14,48120500
chr14,48737500
chr14,48975500
chr14,50466500
chr14,50501500
chr14,51086500
chr14,51557500
chr14,51713500
chr14,51890500
chr14,52022500
chr14,52996500
chr14,53510500
chr14,53559500
chr14,53660500
chr14,53994500
chr14,54011500
chr14,54218500
chr14,55154500
chr14,55874500
chr14,59395500
chr14,59480500
chr14,59574500
chr14,60172500
chr14,60433500
chr14,61315500
chr14,61367500
chr14,61728500
chr14,62406500
chr14,62763500
chr14,62999500
chr14,64104500
chr14,64153500
chr14,64682500
chr14,64732500
chr14,65376500
chr14,65685500
chr14,66622500
chr14,66684500
chr14,66689500
chr14,66800500
chr14,67432500
chr14,68272500
chr14,68620500
chr14,68934500
chr14,69474500
chr14,69596500
chr14,69698500
chr14,69994500
chr14,70858500
chr14,71305500
chr14,71538500
chr14,71709500
chr14,71812500
chr14,71858500
chr14,73100500
chr14,73758500
chr14,74190500
chr14,74298500
chr14,74892500
chr14,75243500
chr14,75593500
chr14,75677500
chr14,76466500
chr14,76795500
chr14,77285500
chr14,77606500
chr14,77815500
chr14,78218500
chr14,78611500
chr14,78669500
chr14,79215500
chr14,79521500
chr14,79975500
chr14,80650500
chr14,80701500
chr14,81664500
chr14,81919500
chr14,82414500
chr14,82444500
chr14,82736500
chr14,82834500
chr14,83296500
chr14,83404500
chr14,83610500
chr14,83653500
chr14,85299500
chr14,85397500
chr14,85472500
chr14,85723500
chr14,86265500
chr14,86414500
chr14,86627500
chr14,86645500
chr14,86710500
chr14,86805500
chr14,86842500
chr14,86979500
chr14,87382500
chr14,87691500
chr14,88167500
chr14,88467500
chr14,89057500
chr14,89356500
chr14,89582500
chr14,89638500
chr14,89695500
chr14,89982500
chr14,90266500
chr14,91568500
chr14,91597500
chr14,92102500
chr14,92260500
chr14,92998500
chr14,93336500
chr14,93834500
chr14,94413500
chr14,95157500
chr14,96364500
chr14,96710500
chr14,96746500
chr14,96842500
chr14,97392500
chr14,97534500
chr14,97957500
chr14,97959500
chr14,98447500
chr14,98694500
chr14,98952500
chr14,100200500
chr14,100681500
chr14,100694500
chr14,100715500
chr14,101089500
chr14,101139500
chr14,101556500
chr14,103084500
chr14,103161500
chr14,103443500
chr14,103720500
chr14,103800500
chr14,104589500
chr14,105062500
chr14,105496500
chr14,105860500
chr14,106238500
chr14,106734500
chr14,106934500
chr14,106988500
chr15,1266500
chr15,1356500
chr15,1376500
chr15,1686500
chr15,2469500
chr15,3531500
chr15,3811500
chr15,3922500
chr15,5061500
chr15,6508500
chr15,6542500
chr15,7144500
chr15,7186500
chr15,7531500
chr15,8130500
chr15,8305500
chr15,8412500
chr15,8479500
chr15,8692500
chr15,8693500
chr15,9602500
chr15,10262500
chr15,10507500
chr15,12110500
chr15,12372500
chr15,12583500
chr15,12584500
chr15,12890500
chr15,13021500
chr15,13449500
chr15,13926500
chr15,13959500
chr15,14422500
chr15,14467500
chr15,14498500
chr15,14574500
chr15,15423500
chr15,15432500
chr15,15537500
chr15,15960500
chr15,15978500
chr15,16099500
chr15,16170500
chr15,16198500
chr15,16377500
chr15,17206500
chr15,17387500
chr15,18014500
chr15,18019500
chr15,18765500
chr15,19493500
chr15,19889500
chr15,19986500
chr15,20046500
chr15,20091500
chr15,20397500
chr15,20979500
chr15,20987500
chr15,20993500
chr15,22037500
chr15,22165500
chr15,22293500
chr15,22711500
chr15,22933500
chr15,23223500
chr15,23425500
chr15,23498500
chr15,23785500
chr15,23883500
chr15,24307500
chr15,24497500
chr15,24570500
chr15,24664500
chr15,25530500
chr15,26696500
chr15,26802500
chr15,27701500
chr15,27789500
chr15,27793500
chr15,28087500
chr15,28135500
chr15,30008500
chr15,30694500
chr15,30929500
chr15,31475500
chr15,31870500
chr15,32490500
chr15,32753500
chr15,33128500
chr15,33449500
chr15,33814500
chr15,33917500
chr15,34352500
chr15,34461500
chr15,34509500
chr15,34510500
chr15,34772500
chr15,35042500
chr15,35393500
chr15,35480500
chr15,35759500
chr15,36405500
chr15,36489500
chr15,36619500
chr15,36691500
chr15,37655500
chr15,37834500
chr15,39325500
chr15,39528500
chr15,39810500
chr15,39973500
chr15,40548500
chr15,40947500
chr15,41215500
chr15,41356500
chr15,42013500
chr15,42298500
chr15,42955500
chr15,43111500
chr15,43279500
chr15,44288500
chr15,44581500
chr15,45206500
chr15,45298500
chr15,45440500
chr15,45619500
chr15,45775500
chr15,46349500
chr15,46914500
chr15,47183500
chr15,47469500
chr15,47945500
chr15,47990500
chr15,48090500
chr15,50483500
chr15,50754500
chr15,52016500
chr15,52158500
chr15,52222500
chr15,52364500
chr15,52603500
chr15,52700500
chr15,53494500
chr15,53497500
chr15,54389500
chr15,54450500
chr15,54518500
chr15,55473500
chr15,55628500
chr15,56342500
chr15,57039500
chr15,58631500
chr15,58784500
chr15,58911500
chr15,59240500
chr15,59361500
chr15,60042500
chr15,60332500
chr15,60549500
chr15,60684500
chr15,60877500
chr15,61456500
chr15,61706500
chr15,61725500
chr15,61750500
chr15,62217500
chr15,62735500
chr15,63165500
chr15,63340500
chr15,63412500
chr15,63926500
chr15,64240500
chr15,64718500
chr15,64941500
chr15,65007500
chr15,65451500
chr15,65815500
chr15,67667500
chr15,67699500
chr15,68079500
chr15,68309500
chr15,68375500
chr15,68680500
chr15,68838500
chr15,69323500
chr15,69980500
chr15,70488500
chr15,70943500
chr15,71185500
chr15,72114500
chr15,72422500
chr15,73092500
chr15,73775500
chr15,75099500
chr15,75389500
chr15,75415500
chr15,76061500
chr15,76373500
chr15,76579500
chr15,76631500
chr15,76722500
chr15,77799500
chr15,80192500
chr15,80317500
chr15,80959500
chr15,81182500
chr15,81235500
chr15,81258500
chr15,81877500
chr15,81898500
chr15,81946500
chr15,82013500
chr15,82091500
chr15,82353500
chr15,82487500
chr15,82697500
chr15,82906500
chr15,83174500
chr15,84005500
chr15,85002500
chr15,85131500
chr15,85142500
chr15,85571500
chr15,85615500
chr15,85695500
chr15,85991500
chr15,86347500
chr15,86489500
chr15,86867500
chr15,87409500
chr15,87622500
chr15,88370500
chr15,88634500
chr15,88736500
chr15,89964500
chr15,89967500
chr15,90698500
chr15,90966500
chr15,91011500
chr15,92738500
chr15,92828500
chr15,93131500
chr15,93243500
chr15,93461500
chr15,93898500
chr15,94562500
chr15,94751500
chr15,95368500
chr15,95571500
chr15,95961500
chr15,96184500
chr15,96341500
chr15,96382500
chr15,96664500
chr15,97781500
chr15,98430500
chr15,98644500
chr15,99016500
chr15,99536500
chr15,99730500
chr15,99850500
chr15,100072500
chr15,100171500
chr15,101467500
chr15,101528500
chr15,101825500
chr16,255500
chr16,352500
chr16,1013500
chr16,1213500
chr16,1789500
chr16,2393500
chr16,2719500
chr16,3014500
chr16,3204500
chr16,3913500
chr16,4314500
chr16,4477500
chr16,5365500
chr16,5577500
chr16,6813500
chr16,7190500
chr16,7477500
chr16,7596500
chr16,8220500
chr16,9260500
chr16,9370500
chr16,9984500
chr16,10473500
chr16,11313500
chr16,11340500
chr16,11487500
chr16,11657500
chr16,11683500
chr16,12195500
chr16,12268500
chr16,12543500
chr16,12601500
chr16,13051500
chr16,13108500
chr16,13245500
chr16,13885500
chr16,14593500
chr16,14627500
chr16,15806500
chr16,16594500
chr16,17253500
chr16,17257500
chr16,17298500
chr16,17508500
chr16,17603500
chr16,17624500
chr16,18268500
chr16,18308500
chr16,18781500
chr16,20475500
chr16,20488500
chr16,20771500
chr16,21621500
chr16,21842500
chr16,21932500
chr16,22536500
chr16,22568500
chr16,22959500
chr16,23125500
chr16,23165500
chr16,23372500
chr16,24337500
chr16,25033500
chr16,25193500
chr16,25425500
chr16,25717500
chr16,25968500
chr16,26252500
chr16,26962500
chr16,27379500
chr16,27923500
chr16,28968500
chr16,28987500
chr16,29356500
chr16,29706500
chr16,29722500
chr16,29874500
chr16,29909500
chr16,30520500
chr16,30810500
chr16,31596500
chr16,32057500
chr16,33461500
chr16,33731500
chr16,33774500
chr16,34528500
chr16,34805500
chr16,35381500
chr16,36214500
chr16,36535500
chr16,36557500
chr16,36746500
chr16,36941500
chr16,38648500
chr16,38657500
chr16,38900500
chr16,38923500
chr16,39083500
chr16,40133500
chr16,40385500
chr16,41440500
chr16,41690500
chr16,41839500
chr16,41953500
chr16,42634500
chr16,43126500
chr16,43147500
chr16,43652500
chr16,43684500
chr16,44178500
chr16,44276500
chr16,44445500
chr16,45618500
chr16,46019500
chr16,47218500
chr16,47438500
chr16,48061500
chr16,48937500
chr16,49018500
chr16,49386500
chr16,49643500
chr16,49905500
chr16,51327500
chr16,52232500
chr16,53349500
chr16,53841500
chr16,53976500
chr16,54081500
chr16,54239500
chr16,54605500
chr16,54761500
chr16,55036500
chr16,55113500
chr16,55213500
chr16,55269500
chr16,55472500
chr16,55581500
chr16,55637500
chr16,55845500
chr16,56759500
chr16,56765500
chr16,57122500
chr16,57337500
chr16,57548500
chr16,58070500
chr16,58261500
chr16,58399500
chr16,59140500
chr16,59228500
chr16,59358500
chr16,59429500
chr16,59605500
chr16,59845500
chr16,60438500
chr16,60733500
chr16,61025500
chr16,61299500
chr16,61309500
chr16,62215500
chr16,62340500
chr16,62722500
chr16,62883500
chr16,62930500
chr16,62977500
chr16,63634500
chr16,63729500
chr16,63980500
chr16,63996500
chr16,64683500
chr16,64730500
chr16,65707500
chr16,66732500
chr16,66790500
chr16,67810500
chr16,67908500
chr16,67911500
chr16,68901500
chr16,69158500
chr16,69568500
chr16,69815500
chr16,69970500
chr16,70469500
chr16,70843500
chr16,70864500
chr16,70930500
chr16,70943500
chr16,70986500
chr16,71729500
chr16,71866500
chr16,72570500
chr16,72659500
chr16,72709500
chr16,72732500
chr16,73200500
chr16,73512500
chr16,73572500
chr16,73623500
chr16,75020500
chr16,75510500
chr16,75594500
chr16,75747500
chr16,75842500
chr16,76084500
chr16,77221500
chr16,77413500
chr16,77778500
chr16,77863500
chr16,77897500
chr16,78264500
chr16,78266500
chr16,78519500
chr16,79135500
chr16,79250500
chr16,79369500
chr16,79818500
chr16,80032500
chr16,80318500
chr16,81202500
chr16,83170500
chr16,83539500
chr16,84113500
chr16,84519500
chr16,84577500
chr16,85163500
chr16,85425500
chr16,85552500
chr16,86862500
chr16,86977500
chr16,87109500
chr16,87564500
chr16,87967500
chr16,88216500
chr16,88864500
chr16,88915500
chr16,89434500
chr16,89462500
chr16,89494500
chr16,90004500
chr17,9500
chr17,627500
chr17,940500
chr17,1745500
chr17,1749500
chr17,1753500
chr17,1843500
chr17,2087500
chr17,2418500
chr17,2769500
chr17,2894500
chr17,3494500
chr17,4076500
chr17,4471500
chr17,5114500
chr17,5492500
chr17,5813500
chr17,5912500
chr17,5934500
chr17,5969500
chr17,6093500
chr17,6387500
chr17,6930500
chr17,8060500
chr17,8534500
chr17,9221500
chr17,9380500
chr17,9384500
chr17,9795500
chr17,10568500
chr17,11578500
chr17,12640500
chr17,12791500
chr17,13176500
chr17,13457500
chr17,14134500
chr17,14374500
chr17,14619500
chr17,15190500
chr17,16334500
chr17,16616500
chr17,16626500
chr17,17300500
chr17,17912500
chr17,18381500
chr17,18407500
chr17,18493500
chr17,18526500
chr17,18675500
chr17,18976500
chr17,19325500
chr17,19356500
chr17,19458500
chr17,20224500
chr17,20610500
chr17,21020500
chr17,21285500
chr17,21992500
chr17,22210500
chr17,22223500
chr17,23251500
chr17,23726500
chr17,23842500
chr17,25409500
chr17,25573500
chr17,25595500
chr17,25966500
chr17,26181500
chr17,26325500
chr17,26603500
chr17,27924500
chr17,28407500
chr17,28529500
chr17,29915500
chr17,30067500
chr17,30128500
chr17,30371500
chr17,30536500
chr17,31000500
chr17,32190500
chr17,32490500
chr17,32685500
chr17,34545500
chr17,35384500
chr17,35568500
chr17,35949500
chr17,35995500
chr17,36835500
chr17,37150500
chr17,37158500
chr17,37197500
chr17,38170500
chr17,38833500
chr17,39141500
chr17,39339500
chr17,39808500
chr17,40428500
chr17,40790500
chr17,42100500
chr17,42492500
chr17,42736500
chr17,42752500
chr17,42878500
chr17,43098500
chr17,43241500
chr17,43707500
chr17,43786500
chr17,44678500
chr17,44854500
chr17,45160500
chr17,46213500
chr17,46670500
chr17,46678500
chr17,47227500
chr17,47336500
chr17,47795500
chr17,47887500
chr17,48375500
chr17,48686500
chr17,48699500
chr17,48905500
chr17,49482500
chr17,50081500
chr17,50494500
chr17,50532500
chr17,50702500
chr17,51505500
chr17,51596500
chr17,52142500
chr17,52858500
chr17,53804500
chr17,54301500
chr17,54339500
chr17,54752500
chr17,55448500
chr17,55860500
chr17,55901500
chr17,56205500
chr17,56287500
chr17,56435500
chr17,56543500
chr17,56700500
chr17,57308500
chr17,57323500
chr17,58551500
chr17,59637500
chr17,59663500
chr17,59673500
chr17,59948500
chr17,60149500
chr17,60267500
chr17,61083500
chr17,61353500
chr17,61575500
chr17,61808500
chr17,62237500
chr17,62737500
chr17,62822500
chr17,62993500
chr17,63171500
chr17,63423500
chr17,64027500
chr17,64101500
chr17,64286500
chr17,64324500
chr17,64628500
chr17,64634500
chr17,64956500
chr17,65048500
chr17,65431500
chr17,66103500
chr17,66125500
chr17,66636500
chr17,67225500
chr17,68310500
chr17,68551500
chr17,68954500
chr17,69007500
chr17,70384500
chr17,70733500
chr17,72825500
chr17,72987500
chr17,73102500
chr17,73196500
chr17,73348500
chr17,73556500
chr17,73885500
chr17,74911500
chr17,75113500
chr17,75278500
chr17,77483500
chr17,77641500
chr17,77736500
chr17,78471500
chr17,80083500
chr17,80220500
chr17,80225500
chr17,80239500
chr17,80677500
chr17,81086500
chr17,81969500
chr17,82073500
chr18,571500
chr18,702500
chr18,826500
chr18,1024500
chr18,1948500
chr18,2143500
chr18,2208500
chr18,2469500
chr18,2745500
chr18,2762500
chr18,2842500
chr18,3060500
chr18,3350500
chr18,3406500
chr18,4307500
chr18,4406500
chr18,4513500
chr18,4601500
chr18,4913500
chr18,4964500
chr18,5120500
chr18,6204500
chr18,6936500
chr18,7502500
chr18,8646500
chr18,8700500
chr18,8856500
chr18,9612500
chr18,9798500
chr18,10402500
chr18,10570500
chr18,11024500
chr18,11118500
chr18,11813500
chr18,12010500
chr18,12054500
chr18,12831500
chr18,13025500
chr18,13086500
chr18,13166500
chr18,13183500
chr18,13284500
chr18,14098500
chr18,14301500
chr18,14532500
chr18,14653500
chr18,14690500
chr18,14926500
chr18,15623500
chr18,15959500
chr18,16125500
chr18,16487500
chr18,16719500
chr18,16962500
chr18,17073500
chr18,17812500
chr18,17930500
chr18,18467500
chr18,19029500
chr18,19037500
chr18,19262500
chr18,19278500
chr18,20243500
chr18,20446500
chr18,21942500
chr18,22054500
chr18,22270500
chr18,22308500
chr18,22317500
chr18,23144500
chr18,23583500
chr18,23994500
chr18,24304500
chr18,24407500
chr18,24437500
chr18,24607500
chr18,24865500
chr18,24883500
chr18,25407500
chr18,25441500
chr18,26035500
chr18,26597500
chr18,26729500
chr18,27297500
chr18,27360500
chr18,27654500
chr18,27777500
chr18,27821500
chr18,28659500
chr18,28726500
chr18,28893500
chr18,28894500
chr18,29867500
chr18,30354500
chr18,30756500
chr18,31025500
chr18,31028500
chr18,31289500
chr18,31507500
chr18,31755500
chr18,31763500
chr18,31860500
chr18,32129500
chr18,32142500
chr18,32317500
chr18,32590500
chr18,32809500
chr18,32979500
chr18,33683500
chr18,33894500
chr18,34114500
chr18,34671500
chr18,35584500
chr18,36280500
chr18,36364500
chr18,37422500
chr18,37550500
chr18,37848500
chr18,38769500
chr18,38900500
chr18,39026500
chr18,39485500
chr18,39634500
chr18,39642500
chr18,40808500
chr18,41152500
chr18,41277500
chr18,42474500
chr18,43149500
chr18,43777500
chr18,43862500
chr18,46194500
chr18,46332500
chr18,46397500
chr18,46611500
chr18,46919500
chr18,46962500
chr18,47147500
chr18,47429500
chr18,47973500
chr18,48238500
chr18,48313500
chr18,48365500
chr18,48522500
chr18,48876500
chr18,49032500
chr18,49534500
chr18,49646500
chr18,49748500
chr18,49892500
chr18,50863500
chr18,51647500
chr18,51770500
chr18,51816500
chr18,52311500
chr18,53366500
chr18,53705500
chr18,54493500
chr18,56004500
chr18,56236500
chr18,56379500
chr18,57100500
chr18,57680500
chr18,58375500
chr18,58384500
chr18,58673500
chr18,58930500
chr18,59852500
chr18,60266500
chr18,60896500
chr18,61344500
chr18,61410500
chr18,61639500
chr18,63406500
chr18,63519500
chr18,64049500
chr18,64189500
chr18,64690500
chr18,64866500
chr18,65086500
chr18,65148500
chr18,66046500
chr18,66240500
chr18,66537500
chr18,66593500
chr18,66838500
chr18,66991500
chr18,67376500
chr18,67732500
chr18,67946500
chr18,67964500
chr18,68031500
chr18,68079500
chr18,68186500
chr18,68228500
chr18,69863500
chr18,70105500
chr18,71246500
chr18,71368500
chr18,72231500
chr18,72999500
chr18,73328500
chr18,74291500
chr18,75080500
chr18,75306500
chr18,75854500
chr18,75886500
chr18,75938500
chr18,76479500
chr18,77110500
